m,trial_idx,rng_seed,timed_out,repeat_after,max_value,cycle_length,cycle_min,cycle_max,distinct_tail_values,value_set
25,320,12051879011703854349,0,710,262,26,112,118,3,112;114;118
49,636,5332311472486358251,0,378,702,50,350,358,4,350;354;356;358
25,1356,17035257696317889056,0,930,255,241,72,209,87,72;75;78;79;82;84;87;89;90;91;93;94;95;96;97;98;99;100;101;103;105;106;107;108;109;110;111;112;113;114;115;117;118;120;121;128;129;131;132;133;134;136;137;138;140;141;142;144;146;149;150;151;152;154;155;156;157;158;160;164;165;166;168;169;170;172;175;176;177;179;180;183;187;189;192;193;194;195;196;198;199;201;202;203;205;207;209
16,690,6315646454709597795,0,385,446,17,112,118,4,112;114;116;118
49,801,10606919321279297697,0,5684,855,50,350,358,4,350;354;356;358
25,321,5794404403339996334,0,415,597,135,150,186,14,150;154;156;158;160;162;164;166;168;170;176;178;182;186
25,1357,11392697197757426056,0,431,263,26,180,194,3,180;190;194
49,637,77016443362076765,0,854,1045,50,196,201,2,196;201
16,691,5064708207582771572,0,275,248,17,112,118,3,112;114;118
125,1027,6511726857348397468,0,52185,3910,6426,810,838,9,810;812;818;820;822;824;828;834;838
16,692,338273664755959257,0,236,118,18,34,43,5,34;36;39;41;43
49,802,3562403790221828139,0,1204,529,50,300,314,4,300;306;310;314
16,693,17772119520548147355,0,239,151,17,112,118,3,112;114;118
49,337,4580069941092581466,0,2514,1183,50,196,201,2,196;201
25,1358,4760330876463198145,0,1154,436,27,150,166,5,150;156;158;164;166
16,694,2640701238955355352,0,230,151,17,112,118,3,112;114;118
25,322,10426208750178816551,0,1726,405,27,198,214,7,198;200;204;206;208;212;214
49,638,11180228000525530185,0,1908,1582,50,350,358,4,350;354;356;358
16,695,2201591730748159732,0,223,250,17,112,118,3,112;114;118
25,1359,14542574854408649031,0,660,285,52,172,178,4,172;174;176;178
16,696,4882479636462701508,0,150,118,17,112,118,4,112;114;116;118
49,338,8787036290009483118,0,994,853,51,392,406,4,392;396;402;406
49,639,6564094364671624307,0,999,814,50,350,358,4,350;354;356;358
16,697,12172639087588720516,0,333,249,17,112,118,4,112;114;116;118
25,1360,13330230078891468451,0,926,262,27,150,166,5,150;156;158;164;166
16,698,1096846030765165796,0,303,295,17,112,118,4,112;114;116;118
16,699,12333205283727711589,0,223,208,17,112,118,3,112;114;118
25,323,1624699370198906051,0,2499,331,27,150,166,5,150;156;158;164;166
25,1361,7575060056493841263,0,366,308,27,150,166,5,150;156;158;164;166
16,700,11937526582417719776,0,159,214,17,112,118,4,112;114;116;118
16,701,9834505392042182877,0,341,214,17,112,118,4,112;114;116;118
49,1126,3595082546114562780,0,8366,813,50,300,314,4,300;306;310;314
49,803,11441794167280800399,0,5850,905,50,300,314,4,300;306;310;314
25,324,14823788676150671799,0,996,264,135,150,186,14,150;154;156;158;160;162;164;166;168;170;176;178;182;186
25,1362,3600698003053155111,0,1331,604,27,150,166,5,150;156;158;164;166
16,702,7277741921390370264,0,482,132,34,76,82,4,76;78;80;82
16,703,3509433726571468137,0,195,151,17,112,118,4,112;114;116;118
49,804,9802304364293708997,0,1017,775,50,300,314,4,300;306;310;314
25,1363,10345191155216206651,0,755,394,27,150,166,5,150;156;158;164;166
16,704,14305170096424011926,0,355,147,34,76,82,4,76;78;80;82
49,1127,4586611457369064561,0,1613,693,50,300,314,4,300;306;310;314
16,705,7074918240768108706,0,177,197,17,112,118,4,112;114;116;118
16,706,306390963990795732,0,175,158,18,62,67,4,62;64;65;67
49,1128,9090438069553015940,0,992,921,50,300,314,4,300;306;310;314
49,640,15695051171381807772,0,8350,604,51,392,406,4,392;396;402;406
49,339,18177302611406260072,0,5276,713,50,300,314,4,300;306;310;314
49,805,13893827222326221597,0,6273,584,50,300,314,4,300;306;310;314
49,641,17065308978281584963,0,1387,693,51,392,406,4,392;396;402;406
49,340,11520438555680461807,0,1365,992,50,350,358,4,350;354;356;358
49,806,7901990874337051914,0,1734,1398,50,300,314,4,300;306;310;314
49,1129,4564421834927055868,0,4023,564,50,300,314,4,300;306;310;314
49,642,6007152175192363913,0,830,942,50,196,201,2,196;201
49,807,11800465644687181538,0,897,942,50,300,314,4,300;306;310;314
49,341,7201024450634425537,0,1780,1105,50,196,201,2,196;201
8,1478,4184102345518620059,0,56,46,9,16,19,2,16;19
125,45,12418982783269055936,0,17788,2598,6426,810,838,9,810;812;818;820;822;824;828;834;838
125,510,2443055883319821802,0,25358,3861,126,762,766,3,762;764;766
25,598,9780768407296713625,0,457,365,27,150,166,5,150;156;158;164;166
8,1479,15837725221551714799,0,90,53,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
49,808,9844779515087544038,0,1877,991,50,350,358,4,350;354;356;358
49,198,7769629860973758782,0,1623,2182,50,350,358,4,350;354;356;358
8,1480,7340162935790476638,0,118,86,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
25,1364,10890030034212285030,0,1098,295,135,150,186,14,150;154;156;158;160;162;164;166;168;170;176;178;182;186
8,1481,8939803223459899700,0,60,41,27,28,41,8,28;32;33;34;36;37;39;41
49,643,1363760803150836611,0,2674,936,50,300,314,4,300;306;310;314
25,599,5019049254575185787,0,620,215,27,150,166,5,150;156;158;164;166
8,1482,17615805933215648644,0,114,132,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
49,809,768298441691525621,0,940,978,50,196,201,2,196;201
8,1483,14319492545934864497,0,69,43,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
25,1365,16450433112766084545,0,397,384,27,150,166,5,150;156;158;164;166
8,1484,8416214772944386467,0,42,87,9,16,19,2,16;19
25,600,8158491628234862442,0,556,273,27,150,166,5,150;156;158;164;166
8,1485,5996604372231560938,0,56,43,9,16,19,2,16;19
49,1130,6084604639287495264,0,4427,784,50,196,201,2,196;201
8,1486,17083874386846542388,0,100,43,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
49,810,5464782924063831816,0,1127,789,50,144,157,4,144;153;155;157
49,644,12563477984425107345,0,1265,966,50,350,358,4,350;354;356;358
8,1487,10426459265843434775,0,72,55,10,30,41,5,30;35;36;39;41
8,1488,2687619033303324314,0,56,76,10,30,41,5,30;35;36;39;41
8,1489,3588896665826799576,0,77,43,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
49,1131,8568414629466391356,0,901,568,50,196,201,2,196;201
8,1490,2712139772044843877,0,36,46,10,30,41,5,30;35;36;39;41
25,601,13757415616985834032,0,977,260,445,180,206,10,180;184;186;188;190;192;194;198;202;206
49,199,13611117436387212183,0,3171,708,50,144,157,4,144;153;155;157
25,1366,6314705784012448326,0,2415,305,26,112,118,3,112;114;118
8,1491,15350131856159289093,0,113,49,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
8,1492,6580529893417672379,0,51,52,27,28,41,8,28;32;33;34;36;37;39;41
25,1367,8152588235528418506,0,551,390,52,172,178,4,172;174;176;178
8,1493,17257995484008155790,0,107,47,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
49,811,2644027389812659292,0,3447,938,50,350,358,4,350;354;356;358
8,1494,3790196342884003967,0,132,77,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
25,1368,12538031102245721818,0,402,281,27,150,166,5,150;156;158;164;166
125,1028,10217540392358861926,0,29133,5910,127,1000,1030,4,1000;1008;1022;1030
8,1495,11275634545693176466,0,73,54,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
125,1758,3146441993693585148,0,36661,2824,6426,810,838,9,810;812;818;820;822;824;828;834;838
8,1496,9085596267833955763,0,32,198,9,32,34,2,32;34
25,602,14697169066207872838,0,2255,357,26,180,194,3,180;190;194
49,200,1044364130645517899,0,2540,1163,50,350,358,4,350;354;356;358
8,1497,7549598443960537298,0,141,43,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
25,1369,10450952420253100588,0,918,356,27,150,166,5,150;156;158;164;166
25,603,11874473291515793149,0,403,285,27,150,166,5,150;156;158;164;166
8,1498,7718906067533183574,0,113,133,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
49,645,12045640202989430411,0,2164,1659,50,350,358,4,350;354;356;358
8,1499,6375737957862160365,0,91,68,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
8,1500,9236622316918750226,0,53,43,9,16,19,2,16;19
49,812,6248446424226898065,0,3479,1146,50,350,358,4,350;354;356;358
25,604,11013461044057357869,0,890,335,27,150,166,5,150;156;158;164;166
8,1501,4050697149764310553,0,48,41,27,28,41,8,28;32;33;34;36;37;39;41
49,1132,8453292894384810770,0,4795,949,50,350,358,4,350;354;356;358
8,1502,2248054819792204037,0,52,41,27,28,41,8,28;32;33;34;36;37;39;41
25,605,893370659189490188,0,242,436,52,172,178,4,172;174;176;178
25,1370,4814162168365846903,0,2010,217,135,150,186,14,150;154;156;158;160;162;164;166;168;170;176;178;182;186
8,1503,7833482562878016946,0,106,67,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
49,201,5654410484549399990,0,2184,979,50,196,201,2,196;201
49,646,4818469293688443204,0,1482,1193,50,300,314,4,300;306;310;314
8,1504,207755314153062998,0,62,43,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
49,342,3710360797773781360,0,11089,1434,50,300,314,4,300;306;310;314
8,1505,10033483761088085469,0,103,43,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
25,606,17859404285205666415,0,930,440,26,112,118,3,112;114;118
8,1506,12126491897264398753,0,117,76,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
49,1133,14717861082271533648,0,1254,606,50,300,314,4,300;306;310;314
49,647,12586341452311868709,0,1561,996,50,300,314,4,300;306;310;314
8,1507,11440445979470443601,0,47,44,10,30,41,5,30;35;36;39;41
49,202,11513639002137185784,0,1658,1450,50,300,314,4,300;306;310;314
8,1508,10499862404829379390,0,45,41,10,30,41,5,30;35;36;39;41
25,325,13417747522755925581,0,3167,330,26,180,194,3,180;190;194
125,46,6809604744592785229,0,12975,2830,127,810,842,7,810;816;822;832;834;838;842
125,1029,3915717153383496655,0,5969,3081,127,1000,1030,4,1000;1008;1022;1030
8,1509,15805393648490983936,0,125,69,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
49,648,18016806985697518877,0,488,500,51,418,436,4,418;420;434;436
49,203,12401712122796308416,0,758,1056,50,196,201,2,196;201
8,1510,3759020845638398320,0,135,45,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
25,1371,3825741260893374131,0,3393,274,26,112,118,3,112;114;118
25,326,12680696074309285606,0,990,454,135,150,186,14,150;154;156;158;160;162;164;166;168;170;176;178;182;186
8,1511,3248631159954423943,0,124,43,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
125,1759,13140483142895623629,0,7776,4467,127,816,842,8,816;822;824;828;832;834;838;842
25,607,16495111095738609402,0,2065,418,445,180,206,10,180;184;186;188;190;192;194;198;202;206
8,1512,430085041834999156,0,105,50,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
25,1372,2330624304261929099,0,544,329,27,150,166,5,150;156;158;164;166
8,1513,3981027299254259534,0,59,47,9,16,19,2,16;19
8,1514,12003259435115981172,0,114,76,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
25,1373,5412185840339606818,0,565,226,27,150,166,5,150;156;158;164;166
8,1515,16663661189734669965,0,82,75,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
25,327,7260484536348856320,0,1522,290,26,180,194,3,180;190;194
25,608,7385480168125255132,0,1188,344,27,150,166,5,150;156;158;164;166
8,1516,789606109654539800,0,52,48,9,16,19,2,16;19
25,1374,2414502181429146211,0,259,448,26,180,194,3,180;190;194
8,1517,2335381795534952853,0,73,50,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
25,328,8064967688586924037,0,516,457,26,180,194,3,180;190;194
49,343,14553938494803497454,0,5378,1113,50,300,314,3,300;306;314
8,1518,12739513027631276324,0,100,81,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
49,649,5944941632897147507,0,3874,640,50,300,314,4,300;306;310;314
8,1519,14337736377288133048,0,145,64,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
8,1520,5081699376883045797,0,56,50,27,28,41,8,28;32;33;34;36;37;39;41
8,1521,12253771454002284784,0,62,43,9,16,19,2,16;19
25,1375,2799051598443962257,0,1469,422,27,150,166,5,150;156;158;164;166
8,1522,14545355095024487707,0,79,44,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
25,609,14952698450743223755,0,1763,464,135,150,186,14,150;154;156;158;160;162;164;166;168;170;176;178;182;186
49,344,128674293963655416,0,1377,736,50,350,358,4,350;354;356;358
49,1134,8213814002922853779,0,7399,642,50,300,314,4,300;306;310;314
8,1523,18036125394597984811,0,92,43,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
25,1376,9561044265606969428,0,286,230,52,172,178,4,172;174;176;178
8,1524,215014935152271308,0,52,47,27,28,41,8,28;32;33;34;36;37;39;41
8,1525,5839642881935869997,0,105,101,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
25,329,15053757822180097470,0,2973,533,135,150,186,14,150;154;156;158;160;162;164;166;168;170;176;178;182;186
49,813,627146981701061141,0,1322,1773,50,300,314,4,300;306;310;314
8,1526,16291917340470738772,0,124,43,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
8,1527,9798302341913721363,0,67,65,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
8,1528,448902434344896636,0,108,43,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
25,330,17504179406830746383,0,825,520,27,150,166,5,150;156;158;164;166
8,1529,16342127146735391145,0,118,66,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
25,1377,2183796067256797785,0,1747,285,52,172,178,4,172;174;176;178
8,1530,13866474580534116835,0,111,52,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
49,345,333644741143053639,0,2531,484,50,350,358,4,350;354;356;358
49,650,10498471581626760495,0,4490,702,50,196,201,2,196;201
8,1531,8456444191500974442,0,132,43,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
8,1532,13979488312260545357,0,169,68,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
25,610,6073268017254234138,0,4043,294,135,150,186,14,150;154;156;158;160;162;164;166;168;170;176;178;182;186
8,1533,11761040901154355361,0,63,47,9,16,19,2,16;19
25,1378,15631153655685748961,0,1644,529,27,150,166,5,150;156;158;164;166
8,1534,10228901579245841537,0,94,79,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
49,204,4606938102081584420,0,8860,1651,50,350,358,4,350;354;356;358
25,331,10155779559369832528,0,2163,749,27,150,166,5,150;156;158;164;166
25,611,13056460353162222393,0,519,257,26,112,118,3,112;114;118
8,1535,2232951593744225284,0,73,56,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
8,1536,18355415761094958713,0,110,45,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
49,814,9138376148879922590,0,4234,1338,51,414,438,8,414;418;420;422;430;434;436;438
8,1537,8745616605235779963,0,29,38,9,16,19,2,16;19
25,612,11351116159159233486,0,346,631,26,180,194,3,180;190;194
49,346,11898730057792044797,0,2503,1001,50,300,314,4,300;306;310;314
8,1538,5808932561274139912,0,90,64,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
25,1379,3744869092955933013,0,1176,365,27,150,166,5,150;156;158;164;166
49,1135,17573353223424133976,0,3550,742,1850,286,302,7,286;290;292;294;296;298;302
8,1539,87264613506073867,0,119,54,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
25,613,14044605935516829336,0,447,299,27,150,166,5,150;156;158;164;166
25,332,4075796997534512525,0,2197,575,135,150,186,14,150;154;156;158;160;162;164;166;168;170;176;178;182;186
8,1540,10293198574991511181,0,85,43,38,22,43,12,22;24;27;29;30;31;34;35;36;39;41;43
125,1030,6684801505534394802,0,14771,3536,127,816,842,6,816;822;832;834;838;842
25,1380,1300649911755573321,0,1479,423,26,180,194,3,180;190;194
